id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
53886698,Neues Apartment mit großem Balkon inkl. Garage!,58729931,Tsvetilena,,Donaustadt,48.2502,16.49622,Entire home/apt,66,3,2,2022-01-21,0.17,3,73,2,
53550483,Lovely 1 Bedroom Apartment in the center of Vienna,433646776,Sarah,,Mariahilf,48.19724,16.36113,Entire home/apt,85,14,0,,,1,282,0,
54277356,"Schönes Privatzimmer in 1080 Wien, Josefstadt",440178709,Khalloufi,,Josefstadt,48.21397349999999,16.3424734,Private room,46,1,2,2022-07-24,0.40,1,256,2,
53551504,Modern spacious apartment + Garage & self check in,148343053,Dana,,Favoriten,48.17375,16.35225,Entire home/apt,168,2,15,2022-11-27,1.44,5,27,15,
53579512,Marc Aurel,227232876,Arthur,,Innere Stadt,48.21104,16.37379,Entire home/apt,140,2,10,2022-06-28,0.85,4,165,10,
53581714,Premium Studio Mariahilferstraße,11687935,Raffael,,Mariahilf,48.19581,16.34747,Entire home/apt,57,29,1,2022-07-24,0.21,24,47,1,
53887252,Explore the city from a classy & compact studio,795373,Andreas,,Landstra§e,48.19847,16.39873,Entire home/apt,89,2,67,2022-12-11,5.93,2,101,67,
53887773,Sunny & cozy Penthouse with Terrace ☼ DG3,106634851,Michael,,Favoriten,48.17298,16.391,Entire home/apt,109,2,34,2022-11-06,3.60,49,252,34,
54277591,Newly Renovated. Top-17,71848288,Alice,,Wieden,48.19386,16.36584,Entire home/apt,63,1,43,2022-11-28,4.13,6,140,43,
53898206,Fully furnished apartment in Vienna prime location,16116057,Günther,,Dbling,48.24381,16.34859,Entire home/apt,64,90,1,2022-03-27,0.11,1,34,1,
53584180,Peaceful Apartment at the Belvedere,151869337,Vienna Invites,,Wieden,48.19049,16.37778,Entire home/apt,152,2,12,2022-10-31,1.03,37,336,12,
54284398,BullsLiving KaisermühlenApartment Erni next to UNO,440259734,Gabriele,,Donaustadt,48.226578,16.421495,Entire home/apt,118,1,15,2022-10-24,1.40,1,319,15,
53599101,Lorlys Home,434060173,Lore,,Hernals,48.22368,16.3166,Entire home/apt,76,1,9,2022-12-05,1.52,1,357,9,
53607347,Luxury Villa - Vienna,271730760,Rijad,,Penzing,48.20535,16.29156,Entire home/apt,477,3,19,2022-11-11,2.22,3,355,19,
53902587,Bright Room in Shared Apt. - King Size Bed,404652017,Bakir,,Landstra§e,48.19493,16.38768,Private room,86,1,64,2022-12-05,5.47,127,7,64,
53904044,Big Room in Shared Apt. - King Size Bed,404652017,Bakir,,Landstra§e,48.19531,16.38954,Private room,79,1,50,2022-11-23,4.30,127,10,50,
53910584,[GIRLS ONLY SHARING] Apple Cuisine,137635436,Apple,,Meidling,48.18209,16.33496,Shared room,32,1,16,2022-06-10,1.42,2,0,16,
53915575,Centrally located cosy city apartment,433540510,Nadine,,Wieden,48.19452,16.37045,Entire home/apt,140,10,3,2022-08-10,0.40,10,134,3,
54289780,Schönbrunn - modern+ruhig+voll ausgestattet+garage,106601468,Christian,,Hietzing,48.19117,16.278414,Entire home/apt,91,2,22,2022-12-10,5.45,2,347,22,
53915861,Classic Viennese Flat,87302306,Farhud,,Ottakring,48.21952,16.32045,Entire home/apt,146,1,6,2022-01-08,0.51,2,0,6,
